iteration,scaling_factors,train_score
86,"[0.980361   0.9745058  1.03803749 1.04104863 1.07059523 1.00428995
 0.97761969 0.98370375 0.93972043 0.99801627 1.01296473 1.1030469
 1.04573905 1.07304607 1.0637276  1.01250379 0.94148346 1.05897989
 1.07994397 1.0701652  0.96166492 1.03709829 1.02620898 1.01713416
 1.01593007 0.98912799 0.98657274 1.03374867 0.99820247 1.02000587
 0.97862906 1.01227152 0.90406587 0.87523021 0.96713439 1.00890998
 1.07463418 1.04804581 0.95528604 0.93097378 0.98611808 0.98146061
 0.98402833 1.09299245 1.05366059 0.96307328 1.05471131 0.92018348]",-0.21018306393504793
87,"[0.98442587 0.97427241 1.04216019 1.04584381 1.06546165 0.99882913
 0.97916833 0.98233472 0.94348595 0.99520992 1.00899015 1.09879994
 1.04778875 1.07132583 1.05463047 1.01398437 0.9508012  1.0513613
 1.08595706 1.06491991 0.95925449 1.03953138 1.02473162 1.00911526
 1.01625096 0.97954966 0.98544249 1.02872048 0.99803147 1.01768163
 0.9806451  1.00448752 0.90514215 0.88367804 0.96468781 1.01131871
 1.07939204 1.04079794 0.9468149  0.92849136 0.99102096 0.98275907
 0.97816184 1.08587466 1.05332568 0.97102313 1.0462424  0.91461678]",-0.2441015448041679
88,"[0.97982648 0.97822432 1.04441874 1.04217783 1.07360121 0.99816775
 0.97748708 0.97246595 0.93781652 1.00221855 1.00639384 1.09939814
 1.04245835 1.06339619 1.04548817 1.02046221 0.96025624 1.0578863
 1.08019791 1.06548183 0.95661191 1.03830854 1.0342377  1.00866517
 1.01072138 0.97427259 0.9887619  1.01963815 1.00639148 1.0250654
 0.97808087 1.00483846 0.90942197 0.88012234 0.95811513 1.01345324
 1.08410654 1.0505292  0.95443904 0.93784151 0.99947908 0.97315087
 0.97462766 1.09037422 1.04507797 0.96450478 1.03889366 0.91088326]",-0.3277924998407109
89,"[0.97727775 0.96945313 1.04520068 1.03264495 1.08359677 0.99943186
 0.96914223 0.97324985 0.93355392 0.99746592 1.01505513 1.10194987
 1.04478427 1.05490338 1.05375818 1.02751202 0.95412012 1.06540587
 1.07720121 1.05671391 0.95440169 1.03760337 1.03044706 0.99935565
 1.02064122 0.97570943 0.98006737 1.02636871 1.00090969 1.01777645
 0.97464828 1.00439728 0.90283182 0.87021609 0.96765202 1.00797135
 1.09147867 1.04508661 0.9548092  0.9329769  0.99063692 0.96528079
 0.97509164 1.09419296 1.03711217 0.96579052 1.03044227 0.90718292]",-0.31203457059759865
90,"[0.98129916 0.97119713 1.03683856 1.02680069 1.07829521 1.00034431
 0.96247944 0.9655093  0.94037603 0.98835257 1.00583092 1.09913102
 1.04328979 1.05633399 1.06250951 1.01905499 0.95711656 1.07005198
 1.06767196 1.05750682 0.95893763 1.04751587 1.02719048 0.99211201
 1.02048289 0.97533439 0.98525745 1.02176678 1.00734588 1.01261956
 0.96860854 1.0118783  0.89823484 0.86546843 0.97456903 1.01369343
 1.09639827 1.04070608 0.9623455  0.93735001 0.99118491 0.97287691
 0.96766859 1.1026019  1.0283182  0.97089704 1.03184421 0.90937406]",-0.30839764539322934
91,"[0.98293923 0.96434326 1.04391949 1.02490901 1.07438418 0.9999931
 0.96169656 0.95675297 0.94957545 0.98110321 1.0056393  1.10158031
 1.034014   1.06357327 1.05482026 1.02589097 0.94779251 1.06005474
 1.06692677 1.0608479  0.95459339 1.05274648 1.03407608 0.98262008
 1.02272928 0.98034783 0.99134813 1.02233108 0.9991159  1.01527905
 0.97544804 1.01670165 0.89942627 0.86516694 0.97779968 1.02290876
 1.09417711 1.04398837 0.96595928 0.94515259 0.98143662 0.96696699
 0.96779959 1.10966327 1.03677107 0.97568928 1.04126863 0.91099061]",-0.2954516108717957
92,"[0.97883696 0.95659895 1.0437424  1.02465196 1.07469118 0.99907115
 0.9696023  0.95000609 0.94239827 0.98923043 1.01445958 1.10105609
 1.02531329 1.06799214 1.05300433 1.02947567 0.94002026 1.0607652
 1.06368137 1.06955694 0.9506516  1.06007919 1.04127614 0.98494702
 1.01689105 0.97393159 0.99489082 1.02105114 1.00770996 1.01091213
 0.97130825 1.01575825 0.90061597 0.85696499 0.97346846 1.0325746
 1.08922451 1.04685577 0.96219    0.94404649 0.98151388 0.96159142
 0.96080417 1.10230581 1.02951251 0.98531046 1.03787903 0.90367853]",-0.26999764358614664
93,"[0.9751384  0.96598294 1.05059542 1.03378688 1.0836184  0.99053613
 0.97250722 0.95338657 0.9388774  0.99008944 1.0169546  1.1013189
 1.01709807 1.0691248  1.05741604 1.03819042 0.93448656 1.05778174
 1.06849368 1.06331795 0.95040876 1.06905406 1.03886826 0.97550065
 1.02385012 0.98077755 0.98702549 1.01618988 0.99942028 1.0148995
 0.97719873 1.00838069 0.90304042 0.85269434 0.97235281 1.03144034
 1.08428682 1.05173063 0.96421511 0.93466413 0.9761869  0.95999755
 0.95762364 1.11024531 1.02860973 0.97749979 1.04626047 0.89466321]",-0.3230341979275906
94,"[0.96818059 0.95858021 1.04265505 1.03867618 1.07936393 0.98846899
 0.97467599 0.95195702 0.93670622 0.99196971 1.01039196 1.09456323
 1.02489671 1.07234492 1.0619468  1.03701687 0.9408956  1.05960842
 1.07831322 1.05684955 0.95533075 1.07357064 1.03631123 0.96815018
 1.02678793 0.97837969 0.98187259 1.01516607 1.00025186 1.0194113
 0.97603282 1.00671301 0.89644097 0.85650633 0.96759785 1.03661987
 1.07702685 1.051332   0.96323943 0.93142732 0.9777481  0.96427301
 0.95844358 1.11657623 1.03576338 0.97418726 1.05083223 0.89381529]",-0.36748737753645533
95,"[0.97062324 0.95252792 1.03868905 1.04339912 1.07374212 0.98121094
 0.96574922 0.94751017 0.93639387 0.98217648 1.01786959 1.09014742
 1.03229962 1.07174533 1.05204753 1.03369694 0.93496198 1.06664108
 1.08817525 1.05966014 0.95644243 1.06760463 1.04630514 0.96106331
 1.02598332 0.97695125 0.97574021 1.02361506 0.997672   1.02735663
 0.98111343 1.01120955 0.89218932 0.86307069 0.97661432 1.03455249
 1.06814388 1.06115244 0.96787185 0.92340456 0.98736078 0.9731285
 0.95881183 1.12069483 1.04275134 0.97732814 1.05993509 0.89898374]",-0.4365684667109815
96,"[0.97542485 0.95950274 1.04112047 1.04955235 1.07694962 0.98546882
 0.95703691 0.94801852 0.9412586  0.9804026  1.02579104 1.08350124
 1.03563032 1.06673035 1.04731979 1.04201686 0.93371944 1.05883416
 1.09321722 1.06169697 0.95592999 1.07749689 1.04660939 0.95526978
 1.0206686  0.97273977 0.98239367 1.02646608 0.996944   1.03581381
 0.98133272 1.00214857 0.90203316 0.86038981 0.97678224 1.03226085
 1.069175   1.06282447 0.97592667 0.93184565 0.99328577 0.97441253
 0.96451175 1.1245849  1.04380548 0.97714797 1.06286282 0.90089002]",-0.44558533451398086
97,"[0.96816584 0.95257073 1.05084441 1.05139995 1.08026528 0.98043433
 0.95417181 0.94695699 0.94139267 0.9707788  1.01790916 1.07659173
 1.04394061 1.0595408  1.03761107 1.03418121 0.9341539  1.05922406
 1.09487073 1.06812569 0.94801787 1.08523213 1.05325697 0.96287969
 1.0167793  0.9766806  0.98030836 1.02866773 1.00457397 1.03552886
 0.9743052  0.9939708  0.89740338 0.86954609 0.97059088 1.04177677
 1.07110251 1.06038888 0.97829966 0.94052678 0.99880962 0.97403838
 0.96443753 1.1170499  1.04230273 0.97083871 1.05795768 0.90199021]",-0.5010071778805403
98,"[0.97009171 0.95509526 1.05749612 1.05436962 1.08928814 0.9833446
 0.94849127 0.95370618 0.94928077 0.96170698 1.02464894 1.06702902
 1.04351217 1.05463464 1.02818563 1.03566115 0.94067659 1.05643726
 1.08674773 1.07382468 0.9475984  1.08169275 1.04738867 0.95588145
 1.02620089 0.98466372 0.98250503 1.02690383 1.0125598  1.03786499
 0.97862854 0.98589223 0.89956853 0.86977642 0.97731818 1.04278791
 1.07301629 1.06797219 0.97260514 0.94396103 0.99570286 0.97546551
 0.96479176 1.12588176 1.03721767 0.96461916 1.05987375 0.90065664]",-0.48754897966594934
99,"[0.97347785 0.95682493 1.06082946 1.04599958 1.09082301 0.98288936
 0.93956257 0.95404145 0.94851724 0.96753294 1.02196467 1.06046945
 1.04896499 1.06427028 1.02201661 1.02919175 0.93264826 1.05881333
 1.08373965 1.08072626 0.95384838 1.08581796 1.04151967 0.96071685
 1.02877745 0.98075628 0.97314821 1.03463232 1.01733863 1.03704936
 0.97242354 0.98598186 0.90291648 0.86086449 0.98477925 1.04988413
 1.07602114 1.06388912 0.97128288 0.94870719 0.98710806 0.98381421
 0.95822423 1.12084106 1.04257767 0.95684919 1.05022831 0.90384547]",-0.49137909447902306
